country,alpha_2_code_x,alpha_3_code_x,numeric_code_x,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age,alpha_2_code_y,alpha_3_code_y,numeric_code_y,year,"Population, total",GDP per capita (constant 2015 US$),GNI (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Military expenditure (% of GDP),Fossil fuel energy consumption (% of total),GDP growth (annual %),"Birth rate, crude (per 1,000 people)","Hospital beds (per 1,000 people)"
Gambia,GM,GMB,270,Moderate food poverty,2018,47.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2018,2399632,658.1278333,1641472105,6.520968239,63.04,0.715876284,,7.234890333,34.924,
Pakistan,PK,PAK,586,Moderate food poverty,2013,47.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PK,PAK,586,2013,211073978,1309.700804,2.55E+11,7.692156119,65.15,3.088020035,59.2801424,4.36686505,31.181,0.48
Congo,CG,COG,178,Moderate food poverty,2014,47.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CG,COG,178,2014,4975880,2488.681185,18182185024,0.912139545,62.95,3.940357267,40.48060338,6.646065409,35.527,
Liberia,LR,LBR,430,Moderate food poverty,2007,47.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LR,LBR,430,2007,3669050,574.6093943,1218799900,11.39189668,58.285,0.311075183,,9.535275363,40.863,
Ivory Coast,CI,CIV,384,Moderate food poverty,2012,47.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2012,23467078,1503.43433,25926659727,1.304511199,56.158,1.100663875,24.68015408,7.620411765,37.742,
Comoros,KM,COM,174,Moderate food poverty,2012,47.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KM,COM,174,2012,681630,1313.581948,1014150823,6.314744503,61.834,,,3.168409869,33.408,
Ivory Coast,CI,CIV,384,Moderate food poverty,2012,47.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2012,23467078,1503.43433,25926659727,1.304511199,56.158,1.100663875,24.68015408,7.620411765,37.742,
Gabon,GA,GAB,266,Moderate food poverty,2012,47.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GA,GAB,266,2012,1846889,6803.226681,15456970451,2.652418287,64.587,1.619804648,30.69468887,5.251076918,32.718,
Gambia,GM,GMB,270,Moderate food poverty,2018,47.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2018,2399632,658.1278333,1641472105,6.520968239,63.04,0.715876284,,7.234890333,34.924,
Jordan,JO,JOR,400,Moderate food poverty,2012,47.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2012,7587127,4677.47614,31246533521,4.515229567,74.366,4.655720907,97.32109121,2.429358001,27.018,1.68
Jordan,JO,JOR,400,Moderate food poverty,2012,47.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2012,7587127,4677.47614,31246533521,4.515229567,74.366,4.655720907,97.32109121,2.429358001,27.018,1.68
Malawi,MW,MWI,454,Moderate food poverty,2015,47.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MW,MWI,454,2015,17085587,539.6053632,8999698475,21.86734755,61.378,0.450825678,,2.800000001,35.767,
Ivory Coast,CI,CIV,384,Moderate food poverty,2012,47.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2012,23467078,1503.43433,25926659727,1.304511199,56.158,1.100663875,24.68015408,7.620411765,37.742,
Gabon,GA,GAB,266,Moderate food poverty,2012,47.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GA,GAB,266,2012,1846889,6803.226681,15456970451,2.652418287,64.587,1.619804648,30.69468887,5.251076918,32.718,
Jordan,JO,JOR,400,Moderate food poverty,2012,47.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2012,7587127,4677.47614,31246533521,4.515229567,74.366,4.655720907,97.32109121,2.429358001,27.018,1.68
Benin,BJ,BEN,204,Moderate food poverty,2014,46.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BJ,BEN,204,2014,11030004,1014.433006,13223585565,-0.548757551,59.125,0.700924949,36.72458133,6.357679098,39.192,0.46
Kenya,KE,KEN,404,Moderate food poverty,2022,46.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KE,KEN,404,2022,54252461,1747.531988,1.13E+11,7.659862683,62.055,1.0102052,,4.859981043,27.54,
Nepal,NP,NPL,524,Moderate food poverty,2014,46.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2014,27672370,846.6655418,23065091326,8.364154697,68.085,1.495262742,15.4826794,6.011482843,22.22,0.27
Senegal,SN,SEN,686,Moderate food poverty,2015,46.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2015,14593331,1218.006136,17312461399,0.135211934,66.879,1.209099171,,6.367043651,35.357,0.69
Gambia,GM,GMB,270,Moderate food poverty,2018,46.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2018,2399632,658.1278333,1641472105,6.520968239,63.04,0.715876284,,7.234890333,34.924,
Pakistan,PK,PAK,586,Moderate food poverty,2018,46.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PK,PAK,586,2018,226928892,1561.681698,3.51E+11,5.078057259,66.482,3.586961764,,6.151702611,28.594,0.51
Bangladesh,BD,BGD,50,Moderate food poverty,2019,46.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2019,164913055,1564.208024,3.66E+11,5.591996399,72.806,1.244100823,,7.881915151,18.35,0.88
Gabon,GA,GAB,266,Moderate food poverty,2020,46.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GA,GAB,266,2020,2322539,6534.279665,14503352825,1.352761107,66.531,1.72005327,,-1.837761064,27.695,
Mongolia,MN,MNG,496,Moderate food poverty,2013,46.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2013,2899011,3628.907081,11871513599,10.49065676,68.585,0.82231149,92.69368408,11.64891619,26.333,6.98
Zambia,ZM,ZMB,894,Moderate food poverty,2007,46.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZM,ZMB,894,2007,12565085,1013.085674,12512434229,10.6573496,52.739,2.063706992,6.736324796,8.352436244,43.484,
Pakistan,PK,PAK,586,Moderate food poverty,2013,46.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PK,PAK,586,2013,211073978,1309.700804,2.55E+11,7.692156119,65.15,3.088020035,59.2801424,4.36686505,31.181,0.48
Pakistan,PK,PAK,586,Moderate food poverty,2018,46.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PK,PAK,586,2018,226928892,1561.681698,3.51E+11,5.078057259,66.482,3.586961764,,6.151702611,28.594,0.51
Senegal,SN,SEN,686,Moderate food poverty,2015,46.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2015,14593331,1218.006136,17312461399,0.135211934,66.879,1.209099171,,6.367043651,35.357,0.69
Suriname,SR,SUR,740,Moderate food poverty,2018,46.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SR,SUR,740,2018,599513,8666.648707,3608698867,,72.553,,,4.948271085,18.577,2.88
Yemen,YE,YEM,887,Moderate food poverty,2013,46.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,YE,YEM,887,2013,29312952,2014.72888,38599633436,10.96844215,67.545,4.079527404,98.48850274,4.823519067,34.794,0.6
Lesotho,LS,LSO,426,Moderate food poverty,2014,46.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LS,LSO,426,2014,2080089,1100.049937,2719632973,5.37028961,50.033,1.953796076,,1.710549905,28.663,
Liberia,LR,LBR,430,Moderate food poverty,2007,46.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LR,LBR,430,2007,3669050,574.6093943,1218799900,11.39189668,58.285,0.311075183,,9.535275363,40.863,
Nepal,NP,NPL,524,Moderate food poverty,2016,46.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2016,27955462,875.1889437,24843843666,8.79034332,68.776,1.486592172,,0.433113719,21.764,0.17
Sierra Leone,SL,SLE,694,Moderate food poverty,2017,46.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SL,SLE,694,2017,7379299,994.5827426,5718813431,18.2215094,58.652,1.093816897,,3.753803214,33.568,
Gabon,GA,GAB,266,Moderate food poverty,2020,46.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GA,GAB,266,2020,2322539,6534.279665,14503352825,1.352761107,66.531,1.72005327,,-1.837761064,27.695,
Pakistan,PK,PAK,586,Moderate food poverty,2018,46.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PK,PAK,586,2018,226928892,1561.681698,3.51E+11,5.078057259,66.482,3.586961764,,6.151702611,28.594,0.51
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2010,46.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2010,13356548,1054.397915,11074562500,3.022670025,50.652,0.816251453,24.8557054,21.45206092,37.056,1.85
Senegal,SN,SEN,686,Moderate food poverty,2015,46.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2015,14593331,1218.006136,17312461399,0.135211934,66.879,1.209099171,,6.367043651,35.357,0.69
Bangladesh,BD,BGD,50,Moderate food poverty,2019,46.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2019,164913055,1564.208024,3.66E+11,5.591996399,72.806,1.244100823,,7.881915151,18.35,0.88
Gabon,GA,GAB,266,Moderate food poverty,2020,46.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GA,GAB,266,2020,2322539,6534.279665,14503352825,1.352761107,66.531,1.72005327,,-1.837761064,27.695,
Zambia,ZM,ZMB,894,Moderate food poverty,2007,46.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZM,ZMB,894,2007,12565085,1013.085674,12512434229,10.6573496,52.739,2.063706992,6.736324796,8.352436244,43.484,
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2014,46.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2014,196767,1301.321464,301248736.1,6.99849944,66.845,,,4.906210487,34.032,
Armenia,AM,ARM,51,Moderate food poverty,2016,46,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AM,ARM,51,2016,2992300,3533.885036,10791195837,-1.403607559,74.664,4.090349217,,0.2,14.504,4.36
Cambodia,KH,KHM,116,Moderate food poverty,2014,46,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KH,KHM,116,2014,15396772,1464.531159,21110279793,3.855688614,69.736,1.656794879,30.6290814,8.000320746,22.775,
Haiti,HT,HTI,332,Moderate food poverty,2017,46,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2017,10817754,1432.672286,15151864668,10.68008872,63.854,0.043645926,,2.510271345,24.98,
Lesotho,LS,LSO,426,Moderate food poverty,2014,45.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LS,LSO,426,2014,2080089,1100.049937,2719632973,5.37028961,50.033,1.953796076,,1.710549905,28.663,
Bangladesh,BD,BGD,50,Moderate food poverty,2014,45.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2014,157964929,1159.407535,1.84E+11,6.991638892,69.986,1.136443272,73.76893795,6.061059359,19.537,0.6
Nepal,NP,NPL,524,Moderate food poverty,2014,45.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2014,27672370,846.6655418,23065091326,8.364154697,68.085,1.495262742,15.4826794,6.011482843,22.22,0.27
Bangladesh,BD,BGD,50,Moderate food poverty,2019,45.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2019,164913055,1564.208024,3.66E+11,5.591996399,72.806,1.244100823,,7.881915151,18.35,0.88
Benin,BJ,BEN,204,Moderate food poverty,2014,45.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BJ,BEN,204,2014,11030004,1014.433006,13223585565,-0.548757551,59.125,0.700924949,36.72458133,6.357679098,39.192,0.46
Ghana,GH,GHA,288,Moderate food poverty,2014,45.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2014,28041592,1725.293876,51920567774,15.48961603,63.045,0.484989051,52.54306013,2.856240163,31.834,0.71
Mali,ML,MLI,466,Moderate food poverty,2019,45.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2019,21068405,760.7951874,16584807149,-1.658266948,59.664,2.752716581,,4.756160808,42.376,
Zambia,ZM,ZMB,894,Moderate food poverty,2007,45.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZM,ZMB,894,2007,12565085,1013.085674,12512434229,10.6573496,52.739,2.063706992,6.736324796,8.352436244,43.484,
Kenya,KE,KEN,404,Moderate food poverty,2022,45.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KE,KEN,404,2022,54252461,1747.531988,1.13E+11,7.659862683,62.055,1.0102052,,4.859981043,27.54,
Mali,ML,MLI,466,Moderate food poverty,2020,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2020,21713836,729.0611376,16726618026,0.43808894,58.633,3.399558214,,-1.235450447,41.995,
Mauritania,MR,MRT,478,Moderate food poverty,2015,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MR,MRT,478,2015,3965959,1554.948979,5986395816,3.254726881,64.485,2.155572404,,5.376339241,35.18,
Mauritania,MR,MRT,478,Moderate food poverty,2015,45.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MR,MRT,478,2015,3965959,1554.948979,5986395816,3.254726881,64.485,2.155572404,,5.376339241,35.18,
Myanmar,MM,MMR,104,Moderate food poverty,2016,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MM,MMR,104,2016,51495696,1225.37914,61653951996,6.928825258,65.685,4.089297083,,5.862472915,18.33,1.06
Nepal,NP,NPL,524,Moderate food poverty,2016,45.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2016,27955462,875.1889437,24843843666,8.79034332,68.776,1.486592172,,0.433113719,21.764,0.17
Mali,ML,MLI,466,Moderate food poverty,2020,45.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2020,21713836,729.0611376,16726618026,0.43808894,58.633,3.399558214,,-1.235450447,41.995,
Mauritania,MR,MRT,478,Moderate food poverty,2015,45.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MR,MRT,478,2015,3965959,1554.948979,5986395816,3.254726881,64.485,2.155572404,,5.376339241,35.18,
Ethiopia,ET,ETH,231,Moderate food poverty,2011,45.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2011,93149970,474.1590343,31883271774,33.24995988,60.721,1.090706474,4.573411803,11.17829623,35.846,6.3
Mali,ML,MLI,466,Moderate food poverty,2019,45.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2019,21068405,760.7951874,16584807149,-1.658266948,59.664,2.752716581,,4.756160808,42.376,
Mali,ML,MLI,466,Moderate food poverty,2020,45.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2020,21713836,729.0611376,16726618026,0.43808894,58.633,3.399558214,,-1.235450447,41.995,
Mali,ML,MLI,466,Moderate food poverty,2021,45.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2021,22388630,728.6718526,18419319470,3.925602831,58.941,3.408679587,,3.052613569,41.643,
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2019,45.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2019,213392,1420.660083,412519347.9,7.720245252,68.523,,,2.014316721,28.917,2.89
Bangladesh,BD,BGD,50,Moderate food poverty,2014,45.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2014,157964929,1159.407535,1.84E+11,6.991638892,69.986,1.136443272,73.76893795,6.061059359,19.537,0.6
Lesotho,LS,LSO,426,Moderate food poverty,2014,45.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LS,LSO,426,2014,2080089,1100.049937,2719632973,5.37028961,50.033,1.953796076,,1.710549905,28.663,
Jordan,JO,JOR,400,Moderate food poverty,2019,45.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2019,10671891,3919.064269,44510471127,0.761514047,76.044,4.566237503,,1.751240779,22.6,1.36
Lesotho,LS,LSO,426,Moderate food poverty,2009,45.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LS,LSO,426,2009,1980883,952.7479297,2293074893,-16.85969105,44.034,2.72268167,,-1.253757799,28.916,
Bangladesh,BD,BGD,50,Moderate food poverty,2011,45.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2011,153591076,995.5799472,1.39E+11,11.39516516,68.809,1.217668949,71.64883909,6.464379125,20.569,0.55
Bangladesh,BD,BGD,50,Moderate food poverty,2018,45.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2018,163523103,1462.250503,3.34E+11,5.543621395,72.567,1.153957491,,7.31941263,18.462,0.88
Sierra Leone,SL,SLE,694,Moderate food poverty,2017,45.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SL,SLE,694,2017,7379299,994.5827426,5718813431,18.2215094,58.652,1.093816897,,3.753803214,33.568,
Gambia,GM,GMB,270,Moderate food poverty,2020,45,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2020,2515733,670.7586429,1785259980,5.931276366,62.612,0.80932491,,0.591487288,33.719,1.11
Kenya,KE,KEN,404,Moderate food poverty,2014,45,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KE,KEN,404,2014,46051440,1450.593382,60579831276,6.878154993,61.816,1.199433367,17.37957261,5.020111002,31.298,
Bangladesh,BD,BGD,50,Moderate food poverty,2011,44.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2011,153591076,995.5799472,1.39E+11,11.39516516,68.809,1.217668949,71.64883909,6.464379125,20.569,0.55
Mali,ML,MLI,466,Moderate food poverty,2019,44.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2019,21068405,760.7951874,16584807149,-1.658266948,59.664,2.752716581,,4.756160808,42.376,
Mozambique,MZ,MOZ,508,Moderate food poverty,2011,44.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MZ,MOZ,508,2011,23649039,514.8699572,14364079955,11.16660561,54.869,0.826553225,9.031287519,7.134058423,41.605,0.84
Bangladesh,BD,BGD,50,Moderate food poverty,2014,44.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2014,157964929,1159.407535,1.84E+11,6.991638892,69.986,1.136443272,73.76893795,6.061059359,19.537,0.6
Kenya,KE,KEN,404,Moderate food poverty,2014,44.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KE,KEN,404,2014,46051440,1450.593382,60579831276,6.878154993,61.816,1.199433367,17.37957261,5.020111002,31.298,
Senegal,SN,SEN,686,Moderate food poverty,2016,44.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2016,15034521,1257.409069,18541862787,0.837284943,67.497,1.602097454,,6.356068572,34.673,0.73
Bangladesh,BD,BGD,50,Moderate food poverty,2011,44.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2011,153591076,995.5799472,1.39E+11,11.39516516,68.809,1.217668949,71.64883909,6.464379125,20.569,0.55
Bangladesh,BD,BGD,50,Moderate food poverty,2018,44.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2018,163523103,1462.250503,3.34E+11,5.543621395,72.567,1.153957491,,7.31941263,18.462,0.88
Nepal,NP,NPL,524,Moderate food poverty,2022,44.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2022,29715436,1113.554623,41421597989,7.650791768,70.484,1.11017534,,5.631314559,20.165,
Timor-Leste,TL,TLS,626,Moderate food poverty,2009,44.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TL,TLS,626,2009,1058782,1120.096984,2523605900,0.669681186,64.854,5.018709589,,10.14695442,32.315,5.9
Comoros,KM,COM,174,Moderate food poverty,2012,44.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KM,COM,174,2012,681630,1313.581948,1014150823,6.314744503,61.834,,,3.168409869,33.408,
Kenya,KE,KEN,404,Moderate food poverty,2014,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KE,KEN,404,2014,46051440,1450.593382,60579831276,6.878154993,61.816,1.199433367,17.37957261,5.020111002,31.298,
Nepal,NP,NPL,524,Moderate food poverty,2014,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2014,27672370,846.6655418,23065091326,8.364154697,68.085,1.495262742,15.4826794,6.011482843,22.22,0.27
Nepal,NP,NPL,524,Moderate food poverty,2016,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2016,27955462,875.1889437,24843843666,8.79034332,68.776,1.486592172,,0.433113719,21.764,0.17
Nigeria,NG,NGA,566,Moderate food poverty,2018,44.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2018,204938755,2431.778578,4.10E+11,12.09510652,52.554,0.506944517,,1.922757342,38.248,
Tajikistan,TJ,TJK,762,Moderate food poverty,2017,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TJ,TJK,762,2017,9085946,1042.263918,8637196304,,69.905,1.037185337,,7.100000419,28.932,4.49
Ethiopia,ET,ETH,231,Moderate food poverty,2011,44.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2011,93149970,474.1590343,31883271774,33.24995988,60.721,1.090706474,4.573411803,11.17829623,35.846,6.3
Nigeria,NG,NGA,566,Moderate food poverty,2018,44.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2018,204938755,2431.778578,4.10E+11,12.09510652,52.554,0.506944517,,1.922757342,38.248,
Mali,ML,MLI,466,Moderate food poverty,2015,44.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2015,18593022,704.8216464,12808995433,1.450690576,58.363,2.360174452,,6.171800024,44.342,0.26
Nigeria,NG,NGA,566,Moderate food poverty,2018,44.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2018,204938755,2431.778578,4.10E+11,12.09510652,52.554,0.506944517,,1.922757342,38.248,
Myanmar,MM,MMR,104,Moderate food poverty,2016,44.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MM,MMR,104,2016,51495696,1225.37914,61653951996,6.928825258,65.685,4.089297083,,5.862472915,18.33,1.06
Senegal,SN,SEN,686,Moderate food poverty,2011,44.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2011,12958897,1139.744479,17532438786,3.403228298,65.262,1.29386016,47.4972165,1.33409108,37.502,
Senegal,SN,SEN,686,Moderate food poverty,2016,44.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2016,15034521,1257.409069,18541862787,0.837284943,67.497,1.602097454,,6.356068572,34.673,0.73
Senegal,SN,SEN,686,Moderate food poverty,2019,44.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2019,16352922,1379.608752,22793623628,1.760111512,68.526,1.524737106,,4.613628097,33.47,0.73
Algeria,DZ,DZA,12,Moderate food poverty,2019,44.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,DZ,DZA,12,2019,43294546,4672.664087,1.90E+11,1.951768211,76.474,5.999941464,,0.9,23.298,
Bangladesh,BD,BGD,50,Moderate food poverty,2018,44.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BD,BGD,50,2018,163523103,1462.250503,3.34E+11,5.543621395,72.567,1.153957491,,7.31941263,18.462,0.88
Ghana,GH,GHA,288,Moderate food poverty,2011,44.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2011,26095088,1536.860371,38113676482,8.728459371,61.652,0.435154523,49.82103972,14.04712358,32.957,0.68
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2014,44.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2014,196767,1301.321464,301248736.1,6.99849944,66.845,,,4.906210487,34.032,
Cambodia,KH,KHM,116,Moderate food poverty,2014,44,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KH,KHM,116,2014,15396772,1464.531159,21110279793,3.855688614,69.736,1.656794879,30.6290814,8.000320746,22.775,
Mali,ML,MLI,466,Moderate food poverty,2021,44,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2021,22388630,728.6718526,18419319470,3.925602831,58.941,3.408679587,,3.052613569,41.643,
Senegal,SN,SEN,686,Moderate food poverty,2017,44,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2017,15475002,1312.109328,20409580182,1.318153148,67.75,1.471062517,,7.407486186,34.224,
Algeria,DZ,DZA,12,Moderate food poverty,2019,43.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,DZ,DZA,12,2019,43294546,4672.664087,1.90E+11,1.951768211,76.474,5.999941464,,0.9,23.298,
Gambia,GM,GMB,270,Moderate food poverty,2020,43.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2020,2515733,670.7586429,1785259980,5.931276366,62.612,0.80932491,,0.591487288,33.719,1.11
Ghana,GH,GHA,288,Moderate food poverty,2011,43.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2011,26095088,1536.860371,38113676482,8.728459371,61.652,0.435154523,49.82103972,14.04712358,32.957,0.68
Nepal,NP,NPL,524,Moderate food poverty,2022,43.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2022,29715436,1113.554623,41421597989,7.650791768,70.484,1.11017534,,5.631314559,20.165,
